age,educ_level,marital_status,occupation_name,race,sex,workclass,capital_gain,hours_week,over_50k,origin_c_income
30,hs_grad,Separated,Adm-clerical,White,Female,Private,0,40,0,US
21,some_college,Never-married,Prof-specialty,White,Female,Private,0,40,0,US
62,masters,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,-1977,50,1,US
19,some_college,Never-married,Transport-moving,White,Male,Private,0,32,0,US
63,hs_grad,Never-married,Exec-managerial,White,Female,Local-gov,8614,38,1,US
39,hs_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,70,0,US
72,some_college,Widowed,,White,Female,,0,8,0,US
40,masters,Married-civ-spouse,Prof-specialty,Black,Male,Self-emp-inc,0,55,0,High Income
27,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,0,35,0,US
47,assoc_prof,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,25,0,US
28,hs_grad,Never-married,Sales,White,Male,Private,0,40,0,US
27,some_college,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
26,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-not-inc,0,25,0,US
59,hs_grad,Divorced,Prof-specialty,White,Female,Private,0,60,0,US
33,some_college,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
35,some_hs,Never-married,Machine-op-inspct,White,Female,Private,0,40,0,US
57,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,1,US
30,assoc_prof,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,Private,0,40,0,US
31,masters,Never-married,Exec-managerial,White,Male,Private,0,55,1,US
24,some_college,Never-married,Handlers-cleaners,White,Male,Private,0,30,0,US
36,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Private,0,55,0,US
46,some_college,Divorced,Exec-managerial,White,Female,Private,0,40,0,US
38,Assoc-voc,Never-married,Adm-clerical,Asian-Pac-Islander,Female,State-gov,0,40,0,US
19,some_college,Never-married,Prof-specialty,White,Female,Private,0,15,0,US
33,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,4386,60,1,US
59,assoc_prof,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-inc,15024,60,1,US
32,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,7298,46,1,US
58,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,High Income
19,some_hs,Never-married,Craft-repair,White,Male,Private,0,47,0,US
43,hs_grad,Never-married,Sales,White,Female,Private,0,40,0,US
20,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
56,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,40,1,US
57,hs_grad,Divorced,Adm-clerical,White,Female,Federal-gov,0,40,0,US
42,assoc_prof,Divorced,Prof-specialty,White,Male,Private,99999,80,1,US
62,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
37,hs_grad,Divorced,Machine-op-inspct,White,Male,Private,0,45,0,US
34,college_grad,Divorced,Craft-repair,White,Male,Private,0,40,0,US
24,some_college,Divorced,Sales,White,Male,Private,0,40,0,US
78,no_ms,Widowed,Handlers-cleaners,White,Male,Private,0,20,0,Middle Income
43,college_grad,Never-married,Adm-clerical,Black,Male,Private,0,50,0,High Income
60,hs_grad,Married-civ-spouse,Other-service,White,Male,Local-gov,0,40,0,US
39,hs_grad,Married-civ-spouse,Protective-serv,Black,Male,Local-gov,15024,40,1,US
21,hs_grad,Never-married,Craft-repair,White,Male,Private,0,35,0,High Income
64,hs_grad,Widowed,,Black,Male,,0,20,0,US
27,college_grad,Never-married,Exec-managerial,White,Female,Private,0,40,0,US
44,hs_grad,Divorced,Prof-specialty,White,Female,State-gov,0,39,0,US
37,no_ms,Divorced,Other-service,White,Female,Private,0,35,0,High Income
31,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,High Income
27,college_grad,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,Local-gov,0,40,0,US
31,hs_grad,Married-spouse-absent,Machine-op-inspct,Black,Female,Private,0,40,0,US
37,college_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,0,50,1,US
43,college_grad,Married-civ-spouse,Tech-support,White,Male,Private,7298,40,1,US
18,some_college,Never-married,Other-service,White,Male,Private,0,16,0,High Income
23,Assoc-voc,Married-AF-spouse,Adm-clerical,White,Female,State-gov,0,30,0,US
40,no_hs,Married-civ-spouse,Handlers-cleaners,White,Male,Private,-2057,40,0,High Income
22,no_ms,Never-married,Other-service,Black,Female,Private,594,20,0,High Income
61,college_grad,Married-civ-spouse,Sales,White,Male,Self-emp-inc,0,45,1,US
63,some_college,Widowed,Exec-managerial,White,Female,Private,0,40,0,US
59,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,55,1,US
33,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,54,1,US
51,hs_grad,Married-civ-spouse,Other-service,White,Male,State-gov,0,40,1,US
38,hs_grad,Married-civ-spouse,Protective-serv,White,Male,Local-gov,0,40,1,US
52,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,7688,40,1,US
47,hs_grad,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,55,1,US
20,some_college,Never-married,Adm-clerical,White,Female,State-gov,0,10,0,US
53,college_grad,Never-married,Sales,White,Male,Private,-1669,50,0,US
43,hs_grad,Never-married,Machine-op-inspct,Black,Female,Private,0,40,0,US
26,some_hs,Never-married,Exec-managerial,White,Male,Self-emp-not-inc,0,75,1,US
39,hs_grad,Divorced,Transport-moving,White,Female,Private,0,37,0,High Income
30,hs_grad,Separated,Handlers-cleaners,White,Male,Private,0,60,0,US
45,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,1,US
25,hs_grad,Never-married,Transport-moving,White,Male,Private,0,40,0,US
45,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,50,0,US
25,college_grad,Never-married,Prof-specialty,White,Female,Local-gov,0,55,0,US
48,assoc_prof,Married-civ-spouse,Prof-specialty,White,Male,Private,-1902,38,1,US
32,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
67,some_college,Married-civ-spouse,,White,Male,,0,20,0,US
37,hs_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,0,US
51,some_college,Married-civ-spouse,Exec-managerial,White,Female,Private,0,30,1,US
28,some_college,Married-civ-spouse,Other-service,White,Female,Private,7688,40,1,US
28,college_grad,Never-married,Other-service,White,Female,Private,0,50,0,US
28,hs_grad,Never-married,Craft-repair,Black,Male,Private,0,48,0,US
22,hs_grad,Never-married,Other-service,White,Female,Private,0,40,0,US
32,Assoc-voc,Divorced,Adm-clerical,White,Male,Private,0,40,0,US
35,some_college,Never-married,,White,Male,,0,40,0,US
32,college_grad,Never-married,Adm-clerical,White,Female,Private,0,50,0,US
27,masters,Never-married,Tech-support,White,Male,Private,0,50,0,US
54,hs_grad,Separated,Adm-clerical,White,Female,Private,0,45,0,US
66,assoc_prof,Never-married,Prof-specialty,White,Male,Self-emp-not-inc,0,20,0,
41,no_ms,Married-spouse-absent,Handlers-cleaners,White,Male,Private,-1719,40,0,High Income
46,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,3103,50,1,US
39,some_college,Married-civ-spouse,Exec-managerial,White,Male,Private,0,45,1,US
51,assoc_prof,Married-civ-spouse,Prof-specialty,White,Female,Private,0,40,1,US
26,some_college,Never-married,Prof-specialty,White,Male,Private,0,40,0,US
53,hs_grad,Divorced,Priv-house-serv,White,Female,Private,0,50,0,US
38,some_college,Married-civ-spouse,Adm-clerical,White,Male,State-gov,0,27,0,US
30,hs_grad,Married-spouse-absent,Farming-fishing,Asian-Pac-Islander,Male,Private,0,40,0,
18,hs_grad,Never-married,Other-service,White,Female,Private,0,20,0,US
44,assoc_prof,Married-civ-spouse,,White,Male,,0,80,0,US
56,masters,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,0,50,1,US
41,no_hs,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,96,0,High Income
42,college_grad,Divorced,Other-service,White,Male,Private,0,40,0,US
44,some_hs,Never-married,Priv-house-serv,White,Female,Private,0,50,0,High Income
33,hs_grad,Married-civ-spouse,Other-service,White,Female,Private,0,40,0,US
43,some_college,Divorced,Tech-support,White,Male,Private,0,45,0,US
21,some_college,Never-married,Sales,White,Male,Private,0,40,0,US
45,hs_grad,Divorced,Adm-clerical,White,Female,Private,0,40,0,US
38,hs_grad,Married-civ-spouse,Sales,White,Male,Private,0,70,1,US
38,masters,Never-married,Exec-managerial,Black,Female,Private,0,38,0,US
33,some_hs,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
27,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,45,1,US
33,hs_grad,Divorced,Machine-op-inspct,Black,Female,Private,0,40,0,US
43,some_college,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,1,US
38,college_grad,Divorced,Exec-managerial,White,Male,Private,0,50,0,US
50,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,51,1,US
57,some_college,Married-civ-spouse,Prof-specialty,White,Male,State-gov,0,40,1,US
76,hs_grad,Widowed,Exec-managerial,White,Female,Self-emp-not-inc,0,2,0,US
52,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Self-emp-not-inc,0,70,0,US
36,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,State-gov,0,50,0,US
30,some_college,Never-married,Sales,White,Male,Private,0,50,0,US
39,hs_grad,Never-married,Exec-managerial,White,Female,Private,2202,45,0,US
51,some_college,Married-civ-spouse,Exec-managerial,White,Male,Federal-gov,0,40,1,US
31,hs_grad,Separated,Sales,White,Female,Private,0,40,0,High Income
56,some_hs,Married-civ-spouse,Sales,White,Male,Private,0,55,0,US
28,some_college,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,0,US
38,some_college,Never-married,Sales,White,Female,Private,0,40,0,US
49,college_grad,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Private,0,50,1,High Income
40,hs_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,1,US
23,some_college,Never-married,Tech-support,White,Female,Private,0,40,0,US
44,masters,Divorced,Prof-specialty,White,Female,Local-gov,0,40,0,US
36,college_grad,Married-civ-spouse,Adm-clerical,White,Female,State-gov,0,40,1,US
31,hs_grad,Never-married,Adm-clerical,White,Male,Private,0,40,0,US
24,some_college,Never-married,Sales,White,Male,Private,0,40,0,US
35,some_college,Never-married,Adm-clerical,White,Female,Private,0,38,0,US
45,some_college,Married-civ-spouse,Sales,White,Male,Private,0,60,1,US
46,doctorate,Married-civ-spouse,Prof-specialty,White,Male,Private,0,40,1,US
57,hs_grad,Married-civ-spouse,Priv-house-serv,White,Male,Private,0,30,0,US
20,hs_grad,Never-married,Handlers-cleaners,Black,Male,Private,0,20,0,US
30,some_hs,Divorced,Exec-managerial,White,Female,Private,0,40,0,US
60,hs_grad,Divorced,Exec-managerial,White,Female,Private,0,27,0,US
42,masters,Never-married,Prof-specialty,White,Male,Local-gov,0,40,0,US
25,some_college,Never-married,Exec-managerial,White,Female,Private,8614,45,1,US
27,college_grad,Married-civ-spouse,Exec-managerial,White,Female,Private,0,40,1,US
59,masters,Divorced,Prof-specialty,White,Female,State-gov,0,60,0,US
18,some_hs,Never-married,Other-service,Other,Female,Private,0,30,0,US
26,hs_grad,Divorced,,White,Female,,0,84,0,US
48,some_college,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,50,1,US
41,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
20,hs_grad,Married-civ-spouse,,White,Female,,0,32,0,US
36,college_grad,Divorced,Sales,White,Female,Private,0,40,0,Lower Middle Income
44,college_grad,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-inc,15024,55,1,US
36,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
32,assoc_prof,Married-civ-spouse,Handlers-cleaners,White,Male,Private,5013,60,0,US
26,college_grad,Never-married,Prof-specialty,Asian-Pac-Islander,Male,Private,0,25,0,Lower Middle Income
58,Assoc-voc,Widowed,Prof-specialty,White,Female,Private,0,45,0,US
39,college_grad,Never-married,Prof-specialty,White,Female,State-gov,0,40,0,US
19,some_college,Never-married,,Black,Male,,0,30,0,US
39,hs_grad,Separated,Craft-repair,White,Male,Private,0,55,0,US
65,hs_grad,Widowed,Craft-repair,White,Male,Private,1848,40,0,US
29,some_college,Married-civ-spouse,Tech-support,White,Female,Private,0,20,0,US
22,hs_grad,Never-married,,White,Male,,0,40,0,US
23,college_grad,Never-married,Prof-specialty,White,Female,Private,0,25,0,US
36,college_grad,Never-married,Tech-support,White,Male,Private,0,42,0,US
32,college_grad,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,US
30,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,40,0,US
38,college_grad,Never-married,Adm-clerical,White,Male,Private,0,40,1,US
25,some_college,Married-civ-spouse,Craft-repair,White,Male,Federal-gov,0,40,0,US
41,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,1,US
31,hs_grad,Never-married,Tech-support,Black,Female,Private,0,40,0,US
66,hs_grad,Married-civ-spouse,Craft-repair,White,Female,Self-emp-not-inc,0,15,0,US
35,some_college,Divorced,Craft-repair,White,Male,Self-emp-not-inc,0,40,0,US
36,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Private,0,35,0,US
17,some_hs,Never-married,Other-service,White,Female,Private,0,16,0,US
31,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,High Income
20,hs_grad,Never-married,Machine-op-inspct,White,Female,Private,0,40,0,US
25,college_grad,Never-married,Sales,White,Female,Private,0,40,0,US
59,some_college,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,70,0,US
37,assoc_prof,Never-married,Exec-managerial,White,Male,Private,0,45,0,US
42,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,48,1,US
31,college_grad,Never-married,Prof-specialty,White,Female,Private,0,40,0,US
32,some_hs,Divorced,Sales,White,Female,Private,-1762,45,0,US
46,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,60,0,US
36,no_ms,Married-civ-spouse,Other-service,White,Male,Private,0,40,0,High Income
45,college_grad,Married-civ-spouse,Adm-clerical,White,Male,State-gov,0,38,1,US
19,some_college,Never-married,Other-service,White,Male,State-gov,0,20,0,US
38,assoc_prof,Never-married,Other-service,White,Female,Private,0,25,0,US
27,hs_grad,Separated,Protective-serv,White,Male,State-gov,0,45,0,US
33,Assoc-voc,Divorced,Adm-clerical,White,Female,Private,0,40,0,US
55,some_hs,Married-civ-spouse,Sales,White,Male,Self-emp-not-inc,0,58,0,US
46,masters,Divorced,Prof-specialty,White,Female,Local-gov,0,40,0,US
29,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
22,some_college,Never-married,Adm-clerical,White,Female,Private,0,36,0,US
59,masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,State-gov,0,50,1,Middle Income
36,college_grad,Married-civ-spouse,Prof-specialty,White,Male,Private,0,50,1,US
27,college_grad,Married-spouse-absent,Prof-specialty,White,Female,Local-gov,0,50,0,US
21,assoc_prof,Never-married,Prof-specialty,White,Female,Private,0,36,0,US
65,some_college,Married-civ-spouse,,White,Male,,0,45,1,US
29,college_grad,Divorced,Exec-managerial,White,Female,Private,0,50,0,US
53,college_grad,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Private,-1485,40,1,High Income
20,some_college,Never-married,Transport-moving,White,Male,Private,0,60,0,US
54,some_college,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
32,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
18,some_hs,Never-married,Other-service,White,Male,Private,0,16,0,US
26,some_college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,State-gov,0,38,0,
55,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,48,1,US
40,college_grad,Never-married,Prof-specialty,White,Male,Self-emp-not-inc,0,50,0,US
37,assoc_prof,Never-married,Protective-serv,Black,Male,Federal-gov,0,42,0,US
23,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
45,some_college,Divorced,Adm-clerical,White,Male,Private,0,38,0,US
42,doctorate,Never-married,Prof-specialty,White,Male,Self-emp-not-inc,0,99,1,US
66,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Private,0,38,0,US
30,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,7298,40,1,US
25,college_grad,Never-married,,White,Female,,0,35,0,Upper Middle Income
20,some_hs,Never-married,Other-service,Black,Male,Private,0,35,1,US
37,hs_grad,Never-married,Transport-moving,Black,Male,Private,0,50,0,US
20,hs_grad,Never-married,Other-service,White,Female,Private,0,38,0,US
27,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
20,some_college,Never-married,,White,Male,,0,35,0,US
33,assoc_prof,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,0,US
53,no_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,High Income
54,some_hs,Married-civ-spouse,Machine-op-inspct,White,Male,Private,-1902,35,0,US
33,college_grad,Married-civ-spouse,Sales,White,Male,Private,0,40,0,US
22,some_hs,Married-civ-spouse,Handlers-cleaners,White,Male,Private,0,40,0,US
39,some_college,Never-married,Sales,White,Male,Private,0,40,0,US
23,some_college,Never-married,Adm-clerical,White,Female,Federal-gov,0,25,0,US
20,some_college,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
19,some_college,Never-married,Other-service,White,Male,Private,0,18,0,US
24,Assoc-voc,Never-married,Exec-managerial,White,Female,Private,0,60,0,US
32,masters,Married-civ-spouse,Prof-specialty,White,Male,Local-gov,0,50,1,US
38,some_college,Divorced,Other-service,White,Male,Private,0,40,0,US
34,some_college,Divorced,Tech-support,White,Female,Federal-gov,0,40,0,US
39,some_college,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,Private,0,35,1,Lower Middle Income
40,Assoc-voc,Separated,,White,Female,,0,40,0,
45,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,45,1,US
21,hs_grad,Never-married,Other-service,Black,Male,Private,0,40,0,US
49,doctorate,Divorced,Tech-support,White,Male,Private,7430,40,1,US
44,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,0,US
18,hs_grad,Never-married,Other-service,White,Female,Private,0,35,0,US
42,college_grad,Married-civ-spouse,Exec-managerial,White,Male,Private,0,40,0,US
49,some_hs,Widowed,Craft-repair,White,Male,Private,2174,40,0,US
51,hs_grad,Married-civ-spouse,Transport-moving,White,Male,Private,0,40,1,US
20,some_hs,Never-married,Other-service,White,Male,Private,0,25,0,US
41,some_hs,Married-civ-spouse,Craft-repair,Black,Male,Private,0,40,0,US
25,some_college,Never-married,Exec-managerial,White,Male,Private,0,75,0,US
27,hs_grad,Never-married,Transport-moving,Black,Male,Local-gov,0,40,0,US
23,hs_grad,Never-married,Other-service,White,Male,Private,0,40,0,US
37,hs_grad,Married-civ-spouse,Other-service,White,Male,Local-gov,0,40,0,US
22,college_grad,Never-married,Prof-specialty,White,Female,Private,0,10,0,US
21,hs_grad,Never-married,Protective-serv,Black,Male,Private,0,11,0,US
24,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,594,40,0,US
62,hs_grad,Married-civ-spouse,,White,Male,,0,40,0,US
70,hs_grad,Married-civ-spouse,,White,Female,,0,8,0,US
61,hs_grad,Divorced,Transport-moving,White,Male,Private,0,40,0,US
63,some_college,Married-civ-spouse,Other-service,White,Male,Private,0,24,0,US
31,some_college,Never-married,Other-service,Amer-Indian-Eskimo,Female,Private,0,40,0,US
17,some_hs,Never-married,Sales,White,Female,Private,0,15,0,US
23,some_college,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
40,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
47,some_college,Divorced,Adm-clerical,White,Female,Local-gov,0,72,0,US
55,some_hs,Married-civ-spouse,Sales,White,Male,Private,0,45,0,US
37,some_college,Divorced,Craft-repair,White,Male,Self-emp-not-inc,0,50,0,US
48,college_grad,Never-married,Sales,White,Female,Private,0,38,1,US
67,hs_grad,Divorced,Priv-house-serv,Black,Female,Private,1848,99,0,US
72,some_college,Married-civ-spouse,Other-service,White,Male,Self-emp-not-inc,0,40,0,US
31,some_college,Never-married,Protective-serv,Black,Male,Local-gov,0,40,0,US
24,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,45,0,US
27,college_grad,Never-married,Prof-specialty,White,Female,Local-gov,0,45,0,US
32,some_hs,Never-married,Farming-fishing,Asian-Pac-Islander,Male,Private,0,40,0,Middle Income
61,assoc_prof,Married-civ-spouse,Exec-managerial,White,Male,Private,0,50,1,US
34,hs_grad,Never-married,Craft-repair,Black,Male,Private,0,40,0,US
40,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,Private,0,40,0,Middle Income
39,Assoc-voc,Divorced,Tech-support,White,Female,Private,0,40,0,US
49,assoc_prof,Married-civ-spouse,Prof-specialty,White,Male,Self-emp-not-inc,15024,35,1,US
57,no_hs,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,90,1,High Income
47,some_college,Married-civ-spouse,Sales,White,Male,Private,0,45,1,US
38,assoc_prof,Widowed,Sales,White,Female,Private,0,35,0,US
77,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,0,40,0,US
20,some_college,Never-married,Tech-support,White,Female,Private,0,8,0,US
37,some_hs,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,30,0,US
43,assoc_prof,Never-married,Exec-managerial,White,Male,Self-emp-inc,27828,45,1,US
50,hs_grad,Divorced,Other-service,White,Female,Private,0,45,0,US
68,no_hs,Widowed,Other-service,White,Female,Self-emp-not-inc,0,40,0,US
55,hs_grad,Divorced,Adm-clerical,White,Female,Private,0,40,0,US
52,masters,Never-married,Prof-specialty,White,Male,Local-gov,10520,45,1,US
24,hs_grad,Never-married,Other-service,White,Male,Private,0,37,0,US
42,college_grad,Never-married,Adm-clerical,White,Male,Private,0,60,0,US
51,hs_grad,Divorced,Handlers-cleaners,White,Male,Private,2174,40,0,US
26,hs_grad,Married-civ-spouse,Handlers-cleaners,White,Female,Private,0,40,0,US
32,college_grad,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,Federal-gov,-1977,40,1,US
51,some_college,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
26,hs_grad,Never-married,Handlers-cleaners,White,Male,Private,0,40,0,US
46,some_college,Married-civ-spouse,Sales,White,Male,Private,0,8,0,US
27,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,35,0,US
29,college_grad,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,Private,0,40,0,
71,no_hs,Married-civ-spouse,Farming-fishing,White,Male,Self-emp-not-inc,6514,40,1,US
30,hs_grad,Separated,Other-service,White,Male,Local-gov,0,40,1,US
42,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,52,0,US
39,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,60,1,US
17,some_hs,Never-married,Farming-fishing,White,Female,Private,0,18,0,US
20,some_college,Never-married,Adm-clerical,White,Female,Private,0,35,0,US
37,hs_grad,Divorced,Machine-op-inspct,White,Male,Private,0,40,0,US
40,assoc_prof,Never-married,Prof-specialty,White,Male,Private,0,40,0,US
27,assoc_prof,Never-married,Other-service,White,Male,Private,0,42,0,US
19,some_hs,Never-married,Other-service,White,Male,Private,0,40,0,US
29,some_college,Divorced,Protective-serv,White,Male,Private,0,40,0,US
42,hs_grad,Married-civ-spouse,Adm-clerical,White,Female,Private,0,36,1,US
31,college_grad,Married-civ-spouse,Adm-clerical,White,Male,Private,0,40,1,US
41,hs_grad,Divorced,Tech-support,Black,Male,Private,0,40,0,
21,hs_grad,Never-married,Adm-clerical,White,Female,Private,0,40,0,US
46,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,50,1,US
21,some_college,Never-married,,White,Female,,0,40,0,US
37,masters,Never-married,Exec-managerial,White,Female,Federal-gov,27828,50,1,US
41,college_grad,Widowed,Exec-managerial,Black,Female,Self-emp-inc,0,45,0,US
50,hs_grad,Divorced,Adm-clerical,White,Female,Private,0,36,0,
34,some_hs,Separated,Sales,White,Female,Private,0,34,0,US
47,no_ms,Widowed,Machine-op-inspct,White,Male,Private,0,40,0,High Income
21,hs_grad,Never-married,Exec-managerial,White,Female,Private,0,40,0,US
49,doctorate,Divorced,Exec-managerial,White,Male,Private,0,40,1,US
38,masters,Never-married,Exec-managerial,White,Female,Private,0,40,1,US
43,masters,Married-civ-spouse,Exec-managerial,White,Male,Federal-gov,0,40,1,US
40,college_grad,Married-spouse-absent,Exec-managerial,Asian-Pac-Islander,Male,Self-emp-not-inc,0,40,0,US
48,hs_grad,Married-civ-spouse,Exec-managerial,White,Male,Self-emp-inc,0,70,1,High Income
30,hs_grad,Divorced,Exec-managerial,White,Female,State-gov,0,40,0,US
38,assoc_prof,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Private,0,38,0,High Income
31,hs_grad,Never-married,,White,Female,,0,45,0,US
30,college_grad,Separated,Prof-specialty,White,Female,Local-gov,0,40,0,US
37,hs_grad,Never-married,Adm-clerical,White,Male,Private,0,38,0,US
28,masters,Never-married,Sales,White,Male,Private,0,42,0,US
57,some_college,Married-civ-spouse,Craft-repair,White,Male,Private,0,40,0,US
25,some_college,Never-married,Craft-repair,White,Male,Private,0,40,0,US
40,assoc_prof,Married-civ-spouse,Adm-clerical,White,Female,Self-emp-not-inc,0,40,0,US
49,hs_grad,Married-civ-spouse,Machine-op-inspct,White,Male,Local-gov,-2179,40,0,US
44,some_college,Married-civ-spouse,Tech-support,White,Male,Private,7688,40,1,US
44,hs_grad,Widowed,Other-service,White,Female,Private,0,40,0,US
18,some_hs,Never-married,Craft-repair,White,Male,Private,0,40,0,US
45,hs_grad,Married-civ-spouse,Other-service,White,Male,Private,0,31,0,US
50,doctorate,Married-civ-spouse,Exec-managerial,White,Male,Local-gov,0,55,1,US
17,some_hs,Never-married,Adm-clerical,White,Female,Self-emp-inc,0,16,0,US
28,hs_grad,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,40,0,US
38,some_college,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Female,Local-gov,5013,40,0,US
43,hs_grad,Married-civ-spouse,Craft-repair,White,Male,State-gov,0,37,0,US
48,hs_grad,Never-married,Craft-repair,White,Male,Private,0,40,0,US
57,Assoc-voc,Married-civ-spouse,,White,Female,,0,5,0,US
28,assoc_prof,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,40,0,US
46,hs_grad,Divorced,Other-service,White,Male,Private,0,40,0,US
28,hs_grad,Never-married,Machine-op-inspct,Black,Female,Private,0,40,0,US
58,hs_grad,Divorced,Craft-repair,White,Male,Local-gov,0,40,0,US
23,college_grad,Never-married,Prof-specialty,Black,Female,Private,0,40,0,US
57,hs_grad,Separated,Other-service,Amer-Indian-Eskimo,Female,Private,0,40,0,US
48,masters,Married-civ-spouse,Prof-specialty,White,Male,Private,0,35,1,US
49,some_college,Married-civ-spouse,Machine-op-inspct,White,Male,Private,0,50,1,US
40,some_college,Married-civ-spouse,Craft-repair,White,Male,Self-emp-not-inc,0,60,1,US
41,hs_grad,Separated,Machine-op-inspct,Black,Male,Private,0,50,0,US
